wall_clock	lsl_clock	task	phase	response_type	participant	device_id	item_key	item_value
1773998417.194639	172070.229743	T0		vad	P4	tablet4	valence	9
1773998417.194639	172070.229743	T0		vad	P4	tablet4	arousal	9
1773998417.194639	172070.229743	T0		vad	P4	tablet4	dominance	9
1773998555.085686	172208.120797	T0		vad	P3	tablet3	valence	8
1773998555.085686	172208.120797	T0		vad	P3	tablet3	arousal	7
1773998555.085686	172208.120797	T0		vad	P3	tablet3	dominance	8
1773998556.089852	172209.124426	T0		vad	P1	tablet1	valence	7
1773998556.089852	172209.124426	T0		vad	P1	tablet1	arousal	7
1773998556.089852	172209.124426	T0		vad	P1	tablet1	dominance	7
1773998586.927992	172239.962554	T0		vad	P2	tablet2	valence	6
1773998586.927992	172239.962554	T0		vad	P2	tablet2	arousal	5
1773998586.927992	172239.962554	T0		vad	P2	tablet2	dominance	5
1773998843.891702	172496.926465	T1		vad	P1	tablet1	valence	7
1773998843.891702	172496.926465	T1		vad	P1	tablet1	arousal	6
1773998843.891702	172496.926465	T1		vad	P1	tablet1	dominance	6
1773998850.743024	172503.777617	T1		vad	P3	tablet3	valence	8
1773998850.743024	172503.777617	T1		vad	P3	tablet3	arousal	7
1773998850.743024	172503.777617	T1		vad	P3	tablet3	dominance	8
1773998852.097825	172505.133088	T1		vad	P2	tablet2	valence	3
1773998852.097825	172505.133088	T1		vad	P2	tablet2	arousal	5
1773998852.097825	172505.133088	T1		vad	P2	tablet2	dominance	5
1773998864.454136	172517.488951	T1		vad	P4	tablet4	valence	9
1773998864.454136	172517.488951	T1		vad	P4	tablet4	arousal	9
1773998864.454136	172517.488951	T1		vad	P4	tablet4	dominance	9
1773998992.590708	172645.626193	T1		vad	P3	tablet3	valence	7
1773998992.590708	172645.626193	T1		vad	P3	tablet3	arousal	7
1773998992.590708	172645.626193	T1		vad	P3	tablet3	dominance	7
1773999035.659473	172688.694407	T1		vad	P2	tablet2	valence	6
1773999035.659473	172688.694407	T1		vad	P2	tablet2	arousal	5
1773999035.659473	172688.694407	T1		vad	P2	tablet2	dominance	5
1773999043.653667	172696.688434	T1		vad	P1	tablet1	valence	7
1773999043.653667	172696.688434	T1		vad	P1	tablet1	arousal	7
1773999043.653667	172696.688434	T1		vad	P1	tablet1	dominance	7
1773999046.532616	172699.567016	T1		vad	P4	tablet4	valence	9
1773999046.532616	172699.567016	T1		vad	P4	tablet4	arousal	9
1773999046.532616	172699.567016	T1		vad	P4	tablet4	dominance	9
1773999137.809054	172790.844418	T1		vad	P1	tablet1	valence	7
1773999137.809054	172790.844418	T1		vad	P1	tablet1	arousal	7
1773999137.809054	172790.844418	T1		vad	P1	tablet1	dominance	7
1773999142.907398	172795.94238	T1		vad	P3	tablet3	valence	9
1773999142.907398	172795.94238	T1		vad	P3	tablet3	arousal	8
1773999142.907398	172795.94238	T1		vad	P3	tablet3	dominance	9
1773999150.268583	172803.303382	T1		vad	P4	tablet4	valence	9
1773999150.268583	172803.303382	T1		vad	P4	tablet4	arousal	9
1773999150.268583	172803.303382	T1		vad	P4	tablet4	dominance	9
1773999168.940442	172821.975064	T1		vad	P2	tablet2	valence	5
1773999168.940442	172821.975064	T1		vad	P2	tablet2	arousal	5
1773999168.940442	172821.975064	T1		vad	P2	tablet2	dominance	4
1773999194.439169	172847.473784	T1		form	P2	tablet2	selected_candidate	Candidate C
1773999342.087929	172995.123035	T1		postblock	P3	tablet3	decision_confidence	7
1773999342.087929	172995.123035	T1		postblock	P3	tablet3	dominance_p1	4
1773999342.087929	172995.123035	T1		postblock	P3	tablet3	dominance_p2	7
1773999342.087929	172995.123035	T1		postblock	P3	tablet3	dominance_p3	7
1773999342.087929	172995.123035	T1		postblock	P3	tablet3	dominance_p4	5
1773999342.087929	172995.123035	T1		postblock	P3	tablet3	engagement	7
1773999342.087929	172995.123035	T1		postblock	P3	tablet3	equality_of_contribution	6
1773999342.087929	172995.123035	T1		postblock	P3	tablet3	familiarity_p1	1
1773999342.087929	172995.123035	T1		postblock	P3	tablet3	familiarity_p2	1
1773999342.087929	172995.123035	T1		postblock	P3	tablet3	familiarity_p3	4
1773999342.087929	172995.123035	T1		postblock	P3	tablet3	familiarity_p4	1
1773999342.087929	172995.123035	T1		postblock	P3	tablet3	info_sharing	6
1773999342.087929	172995.123035	T1		postblock	P3	tablet3	manipcheck_t1	6
1773999342.087929	172995.123035	T1		postblock	P3	tablet3	mental_demand	5
1773999342.087929	172995.123035	T1		postblock	P3	tablet3	overall_valence	7
1773999342.087929	172995.123035	T1		postblock	P3	tablet3	perceived_control	7
1773999342.087929	172995.123035	T1		postblock	P3	tablet3	team_coordination	6
1773999342.087929	172995.123035	T1		postblock	P3	tablet3	voice_inclusion	7
1773999350.30379	173003.339133	T1		postblock	P2	tablet2	decision_confidence	5
1773999350.30379	173003.339133	T1		postblock	P2	tablet2	dominance_p1	2
1773999350.30379	173003.339133	T1		postblock	P2	tablet2	dominance_p2	4
1773999350.30379	173003.339133	T1		postblock	P2	tablet2	dominance_p3	4
1773999350.30379	173003.339133	T1		postblock	P2	tablet2	dominance_p4	4
1773999350.30379	173003.339133	T1		postblock	P2	tablet2	equality_of_contribution	5
1773999350.30379	173003.339133	T1		postblock	P2	tablet2	familiarity_p1	1
1773999350.30379	173003.339133	T1		postblock	P2	tablet2	familiarity_p2	7
1773999350.30379	173003.339133	T1		postblock	P2	tablet2	familiarity_p3	1
1773999350.30379	173003.339133	T1		postblock	P2	tablet2	familiarity_p4	1
1773999350.30379	173003.339133	T1		postblock	P2	tablet2	info_sharing	5
1773999350.30379	173003.339133	T1		postblock	P2	tablet2	manipcheck_t1	6
1773999350.30379	173003.339133	T1		postblock	P2	tablet2	mental_demand	2
1773999350.30379	173003.339133	T1		postblock	P2	tablet2	overall_valence	5
1773999350.30379	173003.339133	T1		postblock	P2	tablet2	team_coordination	4
1773999350.30379	173003.339133	T1		postblock	P2	tablet2	voice_inclusion	6
1773999358.623283	173011.658611	T1		postblock	P4	tablet4	decision_confidence	6
1773999358.623283	173011.658611	T1		postblock	P4	tablet4	dominance_p1	4
1773999358.623283	173011.658611	T1		postblock	P4	tablet4	dominance_p2	4
1773999358.623283	173011.658611	T1		postblock	P4	tablet4	dominance_p3	6
1773999358.623283	173011.658611	T1		postblock	P4	tablet4	dominance_p4	6
1773999358.623283	173011.658611	T1		postblock	P4	tablet4	engagement	7
1773999358.623283	173011.658611	T1		postblock	P4	tablet4	equality_of_contribution	6
1773999358.623283	173011.658611	T1		postblock	P4	tablet4	familiarity_p1	1
1773999358.623283	173011.658611	T1		postblock	P4	tablet4	familiarity_p2	1
1773999358.623283	173011.658611	T1		postblock	P4	tablet4	familiarity_p3	1
1773999358.623283	173011.658611	T1		postblock	P4	tablet4	familiarity_p4	7
1773999358.623283	173011.658611	T1		postblock	P4	tablet4	info_sharing	5
1773999358.623283	173011.658611	T1		postblock	P4	tablet4	manipcheck_t1	4
1773999358.623283	173011.658611	T1		postblock	P4	tablet4	mental_demand	1
1773999358.623283	173011.658611	T1		postblock	P4	tablet4	overall_valence	6
1773999358.623283	173011.658611	T1		postblock	P4	tablet4	perceived_control	7
1773999358.623283	173011.658611	T1		postblock	P4	tablet4	team_coordination	7
1773999358.623283	173011.658611	T1		postblock	P4	tablet4	voice_inclusion	7
