wall_clock	lsl_clock	task	phase	response_type	participant	device_id	item_key	item_value
1773911691.040342	85343.909245	T0		vad	P1	tablet1	valence	7
1773911691.040342	85343.909245	T0		vad	P1	tablet1	arousal	8
1773911691.040342	85343.909245	T0		vad	P1	tablet1	dominance	5
1773911692.506593	85345.374803	T0		vad	P4	tablet4	valence	7
1773911692.506593	85345.374803	T0		vad	P4	tablet4	arousal	5
1773911692.506593	85345.374803	T0		vad	P4	tablet4	dominance	6
1773911699.023282	85351.891545	T0		vad	P3	tablet3	valence	8
1773911699.023282	85351.891545	T0		vad	P3	tablet3	arousal	2
1773911699.023282	85351.891545	T0		vad	P3	tablet3	dominance	6
1773911703.824514	85356.692948	T0		vad	P2	tablet2	valence	6
1773911703.824514	85356.692948	T0		vad	P2	tablet2	arousal	6
1773911703.824514	85356.692948	T0		vad	P2	tablet2	dominance	7
1773911968.335616	85621.204469	T1		vad	P1	tablet1	valence	6
1773911968.335616	85621.204469	T1		vad	P1	tablet1	arousal	3
1773911968.335616	85621.204469	T1		vad	P1	tablet1	dominance	6
1773912127.965592	85780.833845	T1		vad	P1	tablet1	valence	5
1773912127.965592	85780.833845	T1		vad	P1	tablet1	arousal	3
1773912127.965592	85780.833845	T1		vad	P1	tablet1	dominance	4
1773912271.021751	85923.890465	T1		vad	P1	tablet1	valence	7
1773912271.021751	85923.890465	T1		vad	P1	tablet1	arousal	4
1773912271.021751	85923.890465	T1		vad	P1	tablet1	dominance	4
1773912332.988831	85985.857785	T1		form	P1	tablet1	selected_candidate	Candidate C
1773912454.980414	86107.848857	T1		postblock	P1	tablet1	decision_confidence	5
1773912454.980414	86107.848857	T1		postblock	P1	tablet1	dominance_p1	4
1773912454.980414	86107.848857	T1		postblock	P1	tablet1	dominance_p2	7
1773912454.980414	86107.848857	T1		postblock	P1	tablet1	dominance_p3	5
1773912454.980414	86107.848857	T1		postblock	P1	tablet1	dominance_p4	5
1773912454.980414	86107.848857	T1		postblock	P1	tablet1	engagement	5
1773912454.980414	86107.848857	T1		postblock	P1	tablet1	equality_of_contribution	6
1773912454.980414	86107.848857	T1		postblock	P1	tablet1	familiarity_p1	7
1773912454.980414	86107.848857	T1		postblock	P1	tablet1	familiarity_p3	1
1773912454.980414	86107.848857	T1		postblock	P1	tablet1	familiarity_p4	3
1773912454.980414	86107.848857	T1		postblock	P1	tablet1	info_sharing	3
1773912454.980414	86107.848857	T1		postblock	P1	tablet1	manipcheck_t1	6
1773912454.980414	86107.848857	T1		postblock	P1	tablet1	mental_demand	2
1773912454.980414	86107.848857	T1		postblock	P1	tablet1	overall_valence	6
1773912454.980414	86107.848857	T1		postblock	P1	tablet1	perceived_control	3
1773912454.980414	86107.848857	T1		postblock	P1	tablet1	team_coordination	6
1773912454.980414	86107.848857	T1		postblock	P1	tablet1	voice_inclusion	4
1773912479.258878	86132.127069	T1		postblock	P4	tablet4	decision_confidence	6
1773912479.258878	86132.127069	T1		postblock	P4	tablet4	dominance_p1	7
1773912479.258878	86132.127069	T1		postblock	P4	tablet4	dominance_p2	4
1773912479.258878	86132.127069	T1		postblock	P4	tablet4	dominance_p3	6
1773912479.258878	86132.127069	T1		postblock	P4	tablet4	dominance_p4	6
1773912479.258878	86132.127069	T1		postblock	P4	tablet4	engagement	7
