wall_clock	lsl_clock	task	phase	response_type	participant	device_id	item_key	item_value
1773922878.672722	96531.564744	T0		vad	P2	tablet2	valence	8
1773922878.672722	96531.564744	T0		vad	P2	tablet2	arousal	8
1773922878.672722	96531.564744	T0		vad	P2	tablet2	dominance	8
1773922882.451959	96535.343935	T0		vad	P4	tablet4	valence	8
1773922882.451959	96535.343935	T0		vad	P4	tablet4	arousal	3
1773922882.451959	96535.343935	T0		vad	P4	tablet4	dominance	4
1773922883.144861	96536.038234	T0		vad	P1	tablet1	valence	7
1773922883.144861	96536.038234	T0		vad	P1	tablet1	arousal	6
1773922883.144861	96536.038234	T0		vad	P1	tablet1	dominance	5
1773923150.468448	96803.360854	T1		vad	P2	tablet2	valence	8
1773923150.468448	96803.360854	T1		vad	P2	tablet2	arousal	8
1773923150.468448	96803.360854	T1		vad	P2	tablet2	dominance	7
1773923163.224449	96816.116857	T1		vad	P1	tablet1	valence	5
1773923163.224449	96816.116857	T1		vad	P1	tablet1	arousal	7
1773923163.224449	96816.116857	T1		vad	P1	tablet1	dominance	5
1773923297.449427	96950.34195	T1		vad	P1	tablet1	valence	7
1773923297.449427	96950.34195	T1		vad	P1	tablet1	arousal	6
1773923297.449427	96950.34195	T1		vad	P1	tablet1	dominance	7
1773923299.395463	96952.287462	T1		vad	P2	tablet2	valence	8
1773923299.395463	96952.287462	T1		vad	P2	tablet2	arousal	8
1773923299.395463	96952.287462	T1		vad	P2	tablet2	dominance	7
1773923384.282937	97037.175758	T1		vad	P3	tablet3	valence	9
1773923384.282937	97037.175758	T1		vad	P3	tablet3	arousal	7
1773923384.282937	97037.175758	T1		vad	P3	tablet3	dominance	7
1773923422.415872	97075.30853	T1		vad	P4	tablet4	valence	8
1773923422.415872	97075.30853	T1		vad	P4	tablet4	arousal	7
1773923422.415872	97075.30853	T1		vad	P4	tablet4	dominance	4
1773923438.468528	97091.360544	T1		vad	P1	tablet1	valence	6
1773923438.468528	97091.360544	T1		vad	P1	tablet1	arousal	5
1773923438.468528	97091.360544	T1		vad	P1	tablet1	dominance	4
1773923445.460212	97098.352214	T1		vad	P2	tablet2	valence	8
1773923445.460212	97098.352214	T1		vad	P2	tablet2	arousal	8
1773923445.460212	97098.352214	T1		vad	P2	tablet2	dominance	9
1773923501.813862	97154.706615	T1		form	P2	tablet2	selected_candidate	Candidate C
1773923612.458279	97265.350619	T1		postblock	P2	tablet2	decision_confidence	6
1773923612.458279	97265.350619	T1		postblock	P2	tablet2	dominance_p1	5
1773923612.458279	97265.350619	T1		postblock	P2	tablet2	dominance_p2	6
