wall_clock	lsl_clock	task	phase	response_type	participant	device_id	item_key	item_value
1773750990.887915	761305.415971	T1		vad	P1	tablet1	valence	5
1773750990.887915	761305.415971	T1		vad	P1	tablet1	arousal	6
1773750990.887915	761305.415971	T1		vad	P1	tablet1	dominance	5
1773750996.781887	761311.309453	T1		vad	P4	tablet4	valence	7
1773750996.781887	761311.309453	T1		vad	P4	tablet4	arousal	8
1773750996.781887	761311.309453	T1		vad	P4	tablet4	dominance	4
1773751006.053538	761320.581337	T1		vad	P3	tablet3	valence	7
1773751006.053538	761320.581337	T1		vad	P3	tablet3	arousal	7
1773751006.053538	761320.581337	T1		vad	P3	tablet3	dominance	8
1773750990.887915	761305.415971	T1		vad	P1	tablet1	valence	5
1773750990.887915	761305.415971	T1		vad	P1	tablet1	arousal	6
1773750990.887915	761305.415971	T1		vad	P1	tablet1	dominance	5
1773751006.053538	761320.581337	T1		vad	P3	tablet3	valence	7
1773751006.053538	761320.581337	T1		vad	P3	tablet3	arousal	7
1773751006.053538	761320.581337	T1		vad	P3	tablet3	dominance	8
1773750996.781887	761311.309453	T1		vad	P4	tablet4	valence	7
1773750996.781887	761311.309453	T1		vad	P4	tablet4	arousal	8
1773750996.781887	761311.309453	T1		vad	P4	tablet4	dominance	4
1773751161.935061	761476.469861	T1		form	P1	tablet1	selected_candidate	Candidate C
1773751243.161145	761557.68888	T1		postblock	P2	tablet2	decision_confidence	7
1773751243.161145	761557.68888	T1		postblock	P2	tablet2	dominance_p1	6
1773751243.161145	761557.68888	T1		postblock	P2	tablet2	dominance_p2	4
1773751243.161145	761557.68888	T1		postblock	P2	tablet2	dominance_p3	4
1773751243.161145	761557.68888	T1		postblock	P2	tablet2	dominance_p4	4
1773751243.161145	761557.68888	T1		postblock	P2	tablet2	engagement	6
1773751243.161145	761557.68888	T1		postblock	P2	tablet2	equality_of_contribution	5
1773751243.161145	761557.68888	T1		postblock	P2	tablet2	familiarity_p1	1
1773751243.161145	761557.68888	T1		postblock	P2	tablet2	familiarity_p2	1
1773751243.161145	761557.68888	T1		postblock	P2	tablet2	familiarity_p3	1
1773751243.161145	761557.68888	T1		postblock	P2	tablet2	familiarity_p4	1
1773751243.161145	761557.68888	T1		postblock	P2	tablet2	info_sharing	5
1773751243.161145	761557.68888	T1		postblock	P2	tablet2	manipcheck_t1	2
1773751243.161145	761557.68888	T1		postblock	P2	tablet2	mental_demand	2
1773751243.161145	761557.68888	T1		postblock	P2	tablet2	overall_valence	7
1773751243.161145	761557.68888	T1		postblock	P2	tablet2	perceived_control	2
1773751243.161145	761557.68888	T1		postblock	P2	tablet2	team_coordination	7
1773751243.161145	761557.68888	T1		postblock	P2	tablet2	voice_inclusion	7
1773751260.042443	761574.571131	T1		postblock	P4	tablet4	decision_confidence	7
1773751260.042443	761574.571131	T1		postblock	P4	tablet4	dominance_p1	3
1773751260.042443	761574.571131	T1		postblock	P4	tablet4	dominance_p2	6
1773751260.042443	761574.571131	T1		postblock	P4	tablet4	dominance_p3	5
1773751260.042443	761574.571131	T1		postblock	P4	tablet4	dominance_p4	2
1773751260.042443	761574.571131	T1		postblock	P4	tablet4	engagement	5
1773751260.042443	761574.571131	T1		postblock	P4	tablet4	equality_of_contribution	3
1773751260.042443	761574.571131	T1		postblock	P4	tablet4	familiarity_p1	1
1773751260.042443	761574.571131	T1		postblock	P4	tablet4	familiarity_p2	1
1773751260.042443	761574.571131	T1		postblock	P4	tablet4	familiarity_p3	1
1773751260.042443	761574.571131	T1		postblock	P4	tablet4	familiarity_p4	7
1773751260.042443	761574.571131	T1		postblock	P4	tablet4	info_sharing	6
1773751260.042443	761574.571131	T1		postblock	P4	tablet4	manipcheck_t1	2
1773751260.042443	761574.571131	T1		postblock	P4	tablet4	mental_demand	3
1773751260.042443	761574.571131	T1		postblock	P4	tablet4	overall_valence	5
1773751260.042443	761574.571131	T1		postblock	P4	tablet4	perceived_control	4
1773751260.042443	761574.571131	T1		postblock	P4	tablet4	team_coordination	4
1773751260.042443	761574.571131	T1		postblock	P4	tablet4	voice_inclusion	4
1773751277.812785	761592.349499	T1		postblock	P1	tablet1	decision_confidence	4
1773751277.812785	761592.349499	T1		postblock	P1	tablet1	dominance_p1	5
1773751277.812785	761592.349499	T1		postblock	P1	tablet1	dominance_p2	5
1773751277.812785	761592.349499	T1		postblock	P1	tablet1	dominance_p3	5
1773751277.812785	761592.349499	T1		postblock	P1	tablet1	dominance_p4	3
1773751277.812785	761592.349499	T1		postblock	P1	tablet1	engagement	5
1773751277.812785	761592.349499	T1		postblock	P1	tablet1	equality_of_contribution	3
1773751277.812785	761592.349499	T1		postblock	P1	tablet1	familiarity_p1	7
1773751277.812785	761592.349499	T1		postblock	P1	tablet1	familiarity_p2	3
1773751277.812785	761592.349499	T1		postblock	P1	tablet1	familiarity_p3	3
1773751277.812785	761592.349499	T1		postblock	P1	tablet1	familiarity_p4	2
1773751277.812785	761592.349499	T1		postblock	P1	tablet1	info_sharing	6
1773751277.812785	761592.349499	T1		postblock	P1	tablet1	manipcheck_t1	4
1773751277.812785	761592.349499	T1		postblock	P1	tablet1	mental_demand	3
1773751277.812785	761592.349499	T1		postblock	P1	tablet1	overall_valence	3
1773751277.812785	761592.349499	T1		postblock	P1	tablet1	perceived_control	5
1773751277.812785	761592.349499	T1		postblock	P1	tablet1	team_coordination	6
1773751277.812785	761592.349499	T1		postblock	P1	tablet1	voice_inclusion	5
1773751297.672827	761612.205913	T1		postblock	P3	tablet3	decision_confidence	6
1773751297.672827	761612.205913	T1		postblock	P3	tablet3	dominance_p1	6
1773751297.672827	761612.205913	T1		postblock	P3	tablet3	dominance_p2	6
1773751297.672827	761612.205913	T1		postblock	P3	tablet3	dominance_p3	6
1773751297.672827	761612.205913	T1		postblock	P3	tablet3	dominance_p4	3
1773751297.672827	761612.205913	T1		postblock	P3	tablet3	engagement	4
1773751297.672827	761612.205913	T1		postblock	P3	tablet3	equality_of_contribution	4
1773751297.672827	761612.205913	T1		postblock	P3	tablet3	familiarity_p1	1
1773751297.672827	761612.205913	T1		postblock	P3	tablet3	familiarity_p2	1
1773751297.672827	761612.205913	T1		postblock	P3	tablet3	familiarity_p3	1
1773751297.672827	761612.205913	T1		postblock	P3	tablet3	familiarity_p4	1
1773751297.672827	761612.205913	T1		postblock	P3	tablet3	info_sharing	7
1773751297.672827	761612.205913	T1		postblock	P3	tablet3	manipcheck_t1	1
1773751297.672827	761612.205913	T1		postblock	P3	tablet3	mental_demand	1
1773751297.672827	761612.205913	T1		postblock	P3	tablet3	overall_valence	7
1773751297.672827	761612.205913	T1		postblock	P3	tablet3	perceived_control	4
1773751297.672827	761612.205913	T1		postblock	P3	tablet3	team_coordination	6
1773751297.672827	761612.205913	T1		postblock	P3	tablet3	voice_inclusion	6
1773751455.317889	761769.845968	T2		vad	P1	tablet1	valence	2
1773751455.317889	761769.845968	T2		vad	P1	tablet1	arousal	6
1773751455.317889	761769.845968	T2		vad	P1	tablet1	dominance	2
1773751568.932344	761883.460348	T2		vad	P3	tablet3	valence	3
1773751568.932344	761883.460348	T2		vad	P3	tablet3	arousal	6
1773751568.932344	761883.460348	T2		vad	P3	tablet3	dominance	3
1773751640.495924	761955.024777	T2		vad	P1	tablet1	valence	5
1773751640.495924	761955.024777	T2		vad	P1	tablet1	arousal	5
1773751640.495924	761955.024777	T2		vad	P1	tablet1	dominance	2
1773751815.549665	762130.077521	T2		vad	P1	tablet1	valence	6
1773751815.549665	762130.077521	T2		vad	P1	tablet1	arousal	6
1773751815.549665	762130.077521	T2		vad	P1	tablet1	dominance	4
1773751821.564758	762136.093144	T2		vad	P2	tablet2	valence	4
1773751821.564758	762136.093144	T2		vad	P2	tablet2	arousal	9
1773751821.564758	762136.093144	T2		vad	P2	tablet2	dominance	4
1773751928.776085	762243.304	T2		form	P3	tablet3	final_topic	How to use AI for productivity in daily tasks
1773751928.776085	762243.304	T2		form	P3	tablet3	final_format	Cross-Department Working Group
1773751983.963978	762298.492042	T2		postblock	P4	tablet4	cooperative	3
1773751983.963978	762298.492042	T2		postblock	P4	tablet4	dominance_p1	3
1773751983.963978	762298.492042	T2		postblock	P4	tablet4	dominance_p2	6
1773751983.963978	762298.492042	T2		postblock	P4	tablet4	dominance_p3	3
1773751983.963978	762298.492042	T2		postblock	P4	tablet4	dominance_p4	6
1773751983.963978	762298.492042	T2		postblock	P4	tablet4	engagement	6
1773751983.963978	762298.492042	T2		postblock	P4	tablet4	manipcheck_t2	3
1773751983.963978	762298.492042	T2		postblock	P4	tablet4	mental_demand	3
1773751983.963978	762298.492042	T2		postblock	P4	tablet4	overall_valence	6
1773751983.963978	762298.492042	T2		postblock	P4	tablet4	perceived_control	5
1773751983.963978	762298.492042	T2		postblock	P4	tablet4	satisfaction	4
1773751983.963978	762298.492042	T2		postblock	P4	tablet4	trust_angle	4
1773751983.963978	762298.492042	T2		postblock	P4	tablet4	trust_front	5
1773751983.963978	762298.492042	T2		postblock	P4	tablet4	trust_next	5
1773751983.963978	762298.492042	T2		postblock	P4	tablet4	voice_inclusion	5
1773751999.889813	762314.418273	T2		postblock	P1	tablet1	cooperative	1
1773751999.889813	762314.418273	T2		postblock	P1	tablet1	dominance_p1	3
1773751999.889813	762314.418273	T2		postblock	P1	tablet1	dominance_p2	5
1773751999.889813	762314.418273	T2		postblock	P1	tablet1	dominance_p3	4
1773751999.889813	762314.418273	T2		postblock	P1	tablet1	dominance_p4	4
1773751999.889813	762314.418273	T2		postblock	P1	tablet1	engagement	5
1773751999.889813	762314.418273	T2		postblock	P1	tablet1	manipcheck_t2	5
1773751999.889813	762314.418273	T2		postblock	P1	tablet1	mental_demand	6
1773751999.889813	762314.418273	T2		postblock	P1	tablet1	overall_valence	2
1773751999.889813	762314.418273	T2		postblock	P1	tablet1	perceived_control	3
1773751999.889813	762314.418273	T2		postblock	P1	tablet1	satisfaction	6
1773751999.889813	762314.418273	T2		postblock	P1	tablet1	trust_angle	4
1773751999.889813	762314.418273	T2		postblock	P1	tablet1	trust_front	4
1773751999.889813	762314.418273	T2		postblock	P1	tablet1	trust_next	2
1773751999.889813	762314.418273	T2		postblock	P1	tablet1	voice_inclusion	5
1773752001.582281	762316.111177	T2		vad	P4	tablet4	valence	7
1773752001.582281	762316.111177	T2		vad	P4	tablet4	arousal	8
1773752001.582281	762316.111177	T2		vad	P4	tablet4	dominance	7
1773752010.176614	762324.704572	T2		postblock	P2	tablet2	cooperative	1
1773752010.176614	762324.704572	T2		postblock	P2	tablet2	dominance_p1	2
1773752010.176614	762324.704572	T2		postblock	P2	tablet2	dominance_p2	5
1773752010.176614	762324.704572	T2		postblock	P2	tablet2	dominance_p3	6
1773752010.176614	762324.704572	T2		postblock	P2	tablet2	dominance_p4	4
1773752010.176614	762324.704572	T2		postblock	P2	tablet2	engagement	7
1773752010.176614	762324.704572	T2		postblock	P2	tablet2	manipcheck_t2	4
1773752010.176614	762324.704572	T2		postblock	P2	tablet2	mental_demand	5
1773752010.176614	762324.704572	T2		postblock	P2	tablet2	overall_valence	4
1773752010.176614	762324.704572	T2		postblock	P2	tablet2	perceived_control	2
1773752010.176614	762324.704572	T2		postblock	P2	tablet2	satisfaction	3
1773752010.176614	762324.704572	T2		postblock	P2	tablet2	trust_angle	2
1773752010.176614	762324.704572	T2		postblock	P2	tablet2	trust_front	6
1773752010.176614	762324.704572	T2		postblock	P2	tablet2	trust_next	2
1773752010.176614	762324.704572	T2		postblock	P2	tablet2	voice_inclusion	2
1773752019.968444	762334.497148	T2		postblock	P3	tablet3	cooperative	5
1773752019.968444	762334.497148	T2		postblock	P3	tablet3	dominance_p1	5
1773752019.968444	762334.497148	T2		postblock	P3	tablet3	dominance_p2	6
1773752019.968444	762334.497148	T2		postblock	P3	tablet3	dominance_p3	2
1773752019.968444	762334.497148	T2		postblock	P3	tablet3	dominance_p4	4
1773752019.968444	762334.497148	T2		postblock	P3	tablet3	engagement	3
1773752019.968444	762334.497148	T2		postblock	P3	tablet3	manipcheck_t2	7
1773752019.968444	762334.497148	T2		postblock	P3	tablet3	mental_demand	5
1773752019.968444	762334.497148	T2		postblock	P3	tablet3	overall_valence	3
1773752019.968444	762334.497148	T2		postblock	P3	tablet3	perceived_control	3
1773752019.968444	762334.497148	T2		postblock	P3	tablet3	satisfaction	5
1773752019.968444	762334.497148	T2		postblock	P3	tablet3	trust_angle	4
1773752019.968444	762334.497148	T2		postblock	P3	tablet3	trust_front	6
