wall_clock	lsl_clock	task	phase	response_type	participant	device_id	item_key	item_value
1773393620.285811	403928.962293	T0		vad	P2	tablet2	valence	8
1773393620.285811	403928.962293	T0		vad	P2	tablet2	arousal	5
1773393620.285811	403928.962293	T0		vad	P2	tablet2	dominance	6
1773393641.571933	403950.248016	T0		vad	P3	tablet3	valence	9
1773393641.571933	403950.248016	T0		vad	P3	tablet3	arousal	1
1773393641.571933	403950.248016	T0		vad	P3	tablet3	dominance	6
1773393662.863207	403971.539277	T0		vad	P2	tablet2	valence	7
1773393662.863207	403971.539277	T0		vad	P2	tablet2	arousal	5
1773393662.863207	403971.539277	T0		vad	P2	tablet2	dominance	6
1773393665.463702	403974.140673	T0		vad	P3	tablet3	valence	9
1773393665.463702	403974.140673	T0		vad	P3	tablet3	arousal	1
1773393665.463702	403974.140673	T0		vad	P3	tablet3	dominance	6
1773393736.373855	404045.050288	T0		vad	P2	tablet2	valence	7
1773393736.373855	404045.050288	T0		vad	P2	tablet2	arousal	6
1773393736.373855	404045.050288	T0		vad	P2	tablet2	dominance	7
1773393758.637268	404067.31476	T0		vad	P3	tablet3	valence	9
1773393758.637268	404067.31476	T0		vad	P3	tablet3	arousal	1
1773393758.637268	404067.31476	T0		vad	P3	tablet3	dominance	6
1773394033.040104	404341.717087	T1		vad	P2	tablet2	valence	7
1773394033.040104	404341.717087	T1		vad	P2	tablet2	arousal	7
1773394033.040104	404341.717087	T1		vad	P2	tablet2	dominance	5
1773394168.553666	404477.230146	T1		vad	P1	tablet1	valence	6
1773394168.553666	404477.230146	T1		vad	P1	tablet1	arousal	7
1773394168.553666	404477.230146	T1		vad	P1	tablet1	dominance	7
1773394200.742912	404509.419351	T1		vad	P4	tablet4	valence	7
1773394200.742912	404509.419351	T1		vad	P4	tablet4	arousal	6
1773394200.742912	404509.419351	T1		vad	P4	tablet4	dominance	7
1773394202.471879	404511.148052	T1		vad	P2	tablet2	valence	6
1773394202.471879	404511.148052	T1		vad	P2	tablet2	arousal	7
1773394202.471879	404511.148052	T1		vad	P2	tablet2	dominance	5
1773394233.401562	404542.077932	T1		vad	P3	tablet3	valence	7
1773394233.401562	404542.077932	T1		vad	P3	tablet3	arousal	1
1773394233.401562	404542.077932	T1		vad	P3	tablet3	dominance	4
1773394293.713702	404602.389816	T1		form	P2	tablet2	selected_candidate	Candidate C
1773394303.446752	404612.123784	T1		vad	P2	tablet2	valence	6
1773394303.446752	404612.123784	T1		vad	P2	tablet2	arousal	5
1773394303.446752	404612.123784	T1		vad	P2	tablet2	dominance	6
1773394304.373901	404613.050223	T1		vad	P3	tablet3	valence	7
1773394304.373901	404613.050223	T1		vad	P3	tablet3	arousal	1
1773394304.373901	404613.050223	T1		vad	P3	tablet3	dominance	3
1773394305.64028	404614.316381	T1		vad	P1	tablet1	valence	6
1773394305.64028	404614.316381	T1		vad	P1	tablet1	arousal	7
1773394305.64028	404614.316381	T1		vad	P1	tablet1	dominance	7
1773394422.360709	404731.037988	T1		postblock	P1	tablet1	decision_confidence	7
1773394422.360709	404731.037988	T1		postblock	P1	tablet1	dominance_p2	5
1773394422.360709	404731.037988	T1		postblock	P1	tablet1	dominance_p3	2
1773394422.360709	404731.037988	T1		postblock	P1	tablet1	dominance_p4	4
1773394422.360709	404731.037988	T1		postblock	P1	tablet1	engagement	6
1773394422.360709	404731.037988	T1		postblock	P1	tablet1	equality_of_contribution	4
1773394422.360709	404731.037988	T1		postblock	P1	tablet1	familiarity_p2	1
1773394422.360709	404731.037988	T1		postblock	P1	tablet1	familiarity_p3	1
1773394422.360709	404731.037988	T1		postblock	P1	tablet1	familiarity_p4	1
1773394422.360709	404731.037988	T1		postblock	P1	tablet1	info_sharing	6
1773394422.360709	404731.037988	T1		postblock	P1	tablet1	manipcheck_t1	1
1773394422.360709	404731.037988	T1		postblock	P1	tablet1	mental_demand	2
1773394422.360709	404731.037988	T1		postblock	P1	tablet1	overall_valence	7
1773394422.360709	404731.037988	T1		postblock	P1	tablet1	perceived_control	5
1773394422.360709	404731.037988	T1		postblock	P1	tablet1	team_coordination	4
1773394422.360709	404731.037988	T1		postblock	P1	tablet1	voice_inclusion	5
1773394435.446928	404744.123912	T1		postblock	P3	tablet3	decision_confidence	6
1773394435.446928	404744.123912	T1		postblock	P3	tablet3	dominance_p1	4
1773394435.446928	404744.123912	T1		postblock	P3	tablet3	dominance_p2	4
1773394435.446928	404744.123912	T1		postblock	P3	tablet3	dominance_p3	2
1773394435.446928	404744.123912	T1		postblock	P3	tablet3	dominance_p4	7
1773394435.446928	404744.123912	T1		postblock	P3	tablet3	engagement	4
1773394435.446928	404744.123912	T1		postblock	P3	tablet3	equality_of_contribution	3
