wall_clock	lsl_clock	task	phase	response_type	participant	device_id	item_key	item_value
1773757371.50371	767686.031665	T1		vad	P4	tablet4	valence	7
1773757371.50371	767686.031665	T1		vad	P4	tablet4	arousal	8
1773757371.50371	767686.031665	T1		vad	P4	tablet4	dominance	7
1773757374.531239	767689.059437	T1		vad	P2	tablet2	valence	9
1773757374.531239	767689.059437	T1		vad	P2	tablet2	arousal	7
1773757374.531239	767689.059437	T1		vad	P2	tablet2	dominance	7
1773757386.350857	767700.879094	T1		vad	P3	tablet3	valence	7
1773757386.350857	767700.879094	T1		vad	P3	tablet3	arousal	5
1773757386.350857	767700.879094	T1		vad	P3	tablet3	dominance	7
1773757462.97806	767777.505772	T1		vad	P1	tablet1	valence	5
1773757462.97806	767777.505772	T1		vad	P1	tablet1	arousal	7
1773757462.97806	767777.505772	T1		vad	P1	tablet1	dominance	4
1773757499.428457	767813.956731	T1		vad	P4	tablet4	valence	8
1773757499.428457	767813.956731	T1		vad	P4	tablet4	arousal	8
1773757499.428457	767813.956731	T1		vad	P4	tablet4	dominance	8
1773757508.038102	767822.566005	T1		vad	P3	tablet3	valence	7
1773757508.038102	767822.566005	T1		vad	P3	tablet3	arousal	6
1773757508.038102	767822.566005	T1		vad	P3	tablet3	dominance	8
1773757530.205575	767844.733344	T1		vad	P1	tablet1	valence	5
1773757530.205575	767844.733344	T1		vad	P1	tablet1	arousal	7
1773757530.205575	767844.733344	T1		vad	P1	tablet1	dominance	4
1773757531.6138	767846.141913	T1		vad	P2	tablet2	valence	6
1773757531.6138	767846.141913	T1		vad	P2	tablet2	arousal	5
1773757531.6138	767846.141913	T1		vad	P2	tablet2	dominance	8
1773757665.050392	767979.578799	T1		vad	P3	tablet3	valence	7
1773757665.050392	767979.578799	T1		vad	P3	tablet3	arousal	5
1773757665.050392	767979.578799	T1		vad	P3	tablet3	dominance	7
1773757672.031424	767986.5597	T1		vad	P1	tablet1	valence	7
1773757672.031424	767986.5597	T1		vad	P1	tablet1	arousal	7
1773757672.031424	767986.5597	T1		vad	P1	tablet1	dominance	5
1773757681.011916	767995.540264	T1		form	P1	tablet1	selected_candidate	Candidate C
1773757681.219004	767995.747195	T1		vad	P2	tablet2	valence	8
1773757681.219004	767995.747195	T1		vad	P2	tablet2	arousal	7
1773757681.219004	767995.747195	T1		vad	P2	tablet2	dominance	5
1773757681.219004	767995.747355	T1		vad	P4	tablet4	valence	8
1773757681.219004	767995.747355	T1		vad	P4	tablet4	arousal	9
1773757681.219004	767995.747355	T1		vad	P4	tablet4	dominance	8
1773757765.639264	768080.167085	T1		postblock	P4	tablet4	decision_confidence	6
1773757765.639264	768080.167085	T1		postblock	P4	tablet4	dominance_p1	2
1773757765.639264	768080.167085	T1		postblock	P4	tablet4	dominance_p2	5
1773757765.639264	768080.167085	T1		postblock	P4	tablet4	dominance_p3	5
1773757765.639264	768080.167085	T1		postblock	P4	tablet4	dominance_p4	5
1773757765.639264	768080.167085	T1		postblock	P4	tablet4	engagement	5
1773757765.639264	768080.167085	T1		postblock	P4	tablet4	equality_of_contribution	6
1773757765.639264	768080.167085	T1		postblock	P4	tablet4	familiarity_p1	1
1773757765.639264	768080.167085	T1		postblock	P4	tablet4	familiarity_p2	1
1773757765.639264	768080.167085	T1		postblock	P4	tablet4	familiarity_p3	1
1773757765.639264	768080.167085	T1		postblock	P4	tablet4	info_sharing	6
1773757765.639264	768080.167085	T1		postblock	P4	tablet4	manipcheck_t1	5
1773757765.639264	768080.167085	T1		postblock	P4	tablet4	mental_demand	6
1773757765.639264	768080.167085	T1		postblock	P4	tablet4	overall_valence	5
1773757765.639264	768080.167085	T1		postblock	P4	tablet4	perceived_control	5
1773757765.639264	768080.167085	T1		postblock	P4	tablet4	team_coordination	5
1773757765.639264	768080.167085	T1		postblock	P4	tablet4	voice_inclusion	6
1773757804.632464	768119.160054	T1		postblock	P3	tablet3	decision_confidence	7
1773757804.632464	768119.160054	T1		postblock	P3	tablet3	dominance_p1	2
1773757804.632464	768119.160054	T1		postblock	P3	tablet3	dominance_p2	5
1773757804.632464	768119.160054	T1		postblock	P3	tablet3	dominance_p3	6
1773757804.632464	768119.160054	T1		postblock	P3	tablet3	dominance_p4	6
1773757804.632464	768119.160054	T1		postblock	P3	tablet3	engagement	4
1773757804.632464	768119.160054	T1		postblock	P3	tablet3	equality_of_contribution	5
1773757804.632464	768119.160054	T1		postblock	P3	tablet3	familiarity_p1	1
1773757804.632464	768119.160054	T1		postblock	P3	tablet3	familiarity_p2	1
1773757804.632464	768119.160054	T1		postblock	P3	tablet3	familiarity_p3	7
1773757804.632464	768119.160054	T1		postblock	P3	tablet3	familiarity_p4	1
1773757804.632464	768119.160054	T1		postblock	P3	tablet3	info_sharing	6
1773757804.632464	768119.160054	T1		postblock	P3	tablet3	manipcheck_t1	6
1773757804.632464	768119.160054	T1		postblock	P3	tablet3	mental_demand	4
1773757804.632464	768119.160054	T1		postblock	P3	tablet3	overall_valence	6
1773757804.632464	768119.160054	T1		postblock	P3	tablet3	perceived_control	6
1773757804.632464	768119.160054	T1		postblock	P3	tablet3	team_coordination	5
1773757804.632464	768119.160054	T1		postblock	P3	tablet3	voice_inclusion	7
1773757834.686902	768149.214439	T1		postblock	P2	tablet2	decision_confidence	6
1773757834.686902	768149.214439	T1		postblock	P2	tablet2	dominance_p1	4
1773757834.686902	768149.214439	T1		postblock	P2	tablet2	dominance_p2	4
1773757834.686902	768149.214439	T1		postblock	P2	tablet2	dominance_p3	5
1773757834.686902	768149.214439	T1		postblock	P2	tablet2	dominance_p4	5
1773757834.686902	768149.214439	T1		postblock	P2	tablet2	engagement	7
1773757834.686902	768149.214439	T1		postblock	P2	tablet2	equality_of_contribution	7
1773757834.686902	768149.214439	T1		postblock	P2	tablet2	familiarity_p1	1
1773757834.686902	768149.214439	T1		postblock	P2	tablet2	familiarity_p2	7
1773757834.686902	768149.214439	T1		postblock	P2	tablet2	familiarity_p3	1
1773757834.686902	768149.214439	T1		postblock	P2	tablet2	familiarity_p4	1
1773757834.686902	768149.214439	T1		postblock	P2	tablet2	info_sharing	7
1773757834.686902	768149.214439	T1		postblock	P2	tablet2	manipcheck_t1	2
1773757834.686902	768149.214439	T1		postblock	P2	tablet2	mental_demand	3
1773757834.686902	768149.214439	T1		postblock	P2	tablet2	overall_valence	7
1773757834.686902	768149.214439	T1		postblock	P2	tablet2	perceived_control	6
1773757834.686902	768149.214439	T1		postblock	P2	tablet2	team_coordination	7
1773757834.686902	768149.214439	T1		postblock	P2	tablet2	voice_inclusion	7
1773757899.095157	768213.62322	T1		postblock	P1	tablet1	decision_confidence	4
1773757899.095157	768213.62322	T1		postblock	P1	tablet1	dominance_p1	1
1773757899.095157	768213.62322	T1		postblock	P1	tablet1	dominance_p2	5
1773757899.095157	768213.62322	T1		postblock	P1	tablet1	dominance_p3	5
1773757899.095157	768213.62322	T1		postblock	P1	tablet1	dominance_p4	5
1773757899.095157	768213.62322	T1		postblock	P1	tablet1	engagement	4
1773757899.095157	768213.62322	T1		postblock	P1	tablet1	equality_of_contribution	4
1773757899.095157	768213.62322	T1		postblock	P1	tablet1	familiarity_p1	7
1773757899.095157	768213.62322	T1		postblock	P1	tablet1	familiarity_p2	1
1773757899.095157	768213.62322	T1		postblock	P1	tablet1	familiarity_p3	1
1773757899.095157	768213.62322	T1		postblock	P1	tablet1	familiarity_p4	1
1773757899.095157	768213.62322	T1		postblock	P1	tablet1	info_sharing	4
1773757899.095157	768213.62322	T1		postblock	P1	tablet1	manipcheck_t1	4
1773757899.095157	768213.62322	T1		postblock	P1	tablet1	mental_demand	1
1773757899.095157	768213.62322	T1		postblock	P1	tablet1	overall_valence	4
1773757899.095157	768213.62322	T1		postblock	P1	tablet1	perceived_control	3
1773757899.095157	768213.62322	T1		postblock	P1	tablet1	team_coordination	4
1773757899.095157	768213.62322	T1		postblock	P1	tablet1	voice_inclusion	4
1773758034.681119	768349.209466	T2		vad	P3	tablet3	valence	7
1773758034.681119	768349.209466	T2		vad	P3	tablet3	arousal	6
1773758034.681119	768349.209466	T2		vad	P3	tablet3	dominance	6
1773758034.766287	768349.294935	T2		vad	P4	tablet4	valence	7
1773758034.766287	768349.294935	T2		vad	P4	tablet4	arousal	8
1773758034.766287	768349.294935	T2		vad	P4	tablet4	dominance	6
1773758035.519791	768350.047666	T2		vad	P2	tablet2	valence	5
1773758035.519791	768350.047666	T2		vad	P2	tablet2	arousal	7
1773758035.519791	768350.047666	T2		vad	P2	tablet2	dominance	5
1773758046.396512	768360.924633	T2		vad	P1	tablet1	valence	4
1773758046.396512	768360.924633	T2		vad	P1	tablet1	arousal	3
1773758046.396512	768360.924633	T2		vad	P1	tablet1	dominance	3
1773758223.546716	768538.074883	T2		vad	P3	tablet3	valence	7
1773758223.546716	768538.074883	T2		vad	P3	tablet3	arousal	7
1773758223.546716	768538.074883	T2		vad	P3	tablet3	dominance	7
1773758236.191545	768550.719885	T2		vad	P2	tablet2	valence	7
1773758236.191545	768550.719885	T2		vad	P2	tablet2	arousal	7
1773758236.191545	768550.719885	T2		vad	P2	tablet2	dominance	5
1773758264.586206	768579.113864	T2		vad	P1	tablet1	valence	2
1773758264.586206	768579.113864	T2		vad	P1	tablet1	arousal	8
1773758264.586206	768579.113864	T2		vad	P1	tablet1	dominance	1
1773758269.002889	768583.530978	T2		vad	P4	tablet4	valence	8
1773758269.002889	768583.530978	T2		vad	P4	tablet4	arousal	8
1773758269.002889	768583.530978	T2		vad	P4	tablet4	dominance	8
1773758397.169786	768711.697498	T2		vad	P4	tablet4	valence	8
1773758397.169786	768711.697498	T2		vad	P4	tablet4	arousal	8
1773758397.169786	768711.697498	T2		vad	P4	tablet4	dominance	8
1773758400.898181	768715.426663	T2		vad	P2	tablet2	valence	5
1773758400.898181	768715.426663	T2		vad	P2	tablet2	arousal	8
1773758400.898181	768715.426663	T2		vad	P2	tablet2	dominance	3
1773758458.095843	768772.624233	T2		vad	P3	tablet3	valence	6
1773758458.095843	768772.624233	T2		vad	P3	tablet3	arousal	8
1773758458.095843	768772.624233	T2		vad	P3	tablet3	dominance	6
1773758781.504225	769096.03242	T2		form	P2	tablet2	final_topic	How to use AI for productivity in daily tasks
1773758781.504225	769096.03242	T2		form	P2	tablet2	final_format	Lecture + Q&A
1773758855.082956	769169.611368	T2		postblock	P4	tablet4	cooperative	5
1773758855.082956	769169.611368	T2		postblock	P4	tablet4	dominance_p1	6
1773758855.082956	769169.611368	T2		postblock	P4	tablet4	dominance_p2	5
1773758855.082956	769169.611368	T2		postblock	P4	tablet4	dominance_p3	6
1773758855.082956	769169.611368	T2		postblock	P4	tablet4	dominance_p4	6
1773758855.082956	769169.611368	T2		postblock	P4	tablet4	engagement	6
1773758855.082956	769169.611368	T2		postblock	P4	tablet4	manipcheck_t2	4
1773758855.082956	769169.611368	T2		postblock	P4	tablet4	mental_demand	6
1773758855.082956	769169.611368	T2		postblock	P4	tablet4	overall_valence	5
1773758855.082956	769169.611368	T2		postblock	P4	tablet4	perceived_control	5
1773758855.082956	769169.611368	T2		postblock	P4	tablet4	satisfaction	4
1773758855.082956	769169.611368	T2		postblock	P4	tablet4	trust_angle	6
1773758855.082956	769169.611368	T2		postblock	P4	tablet4	trust_front	6
1773758855.082956	769169.611368	T2		postblock	P4	tablet4	trust_next	6
1773758855.082956	769169.611368	T2		postblock	P4	tablet4	voice_inclusion	5
1773758904.669742	769219.197613	T2		postblock	P2	tablet2	cooperative	5
