wall_clock	lsl_clock	task	phase	response_type	participant	device_id	item_key	item_value
1773843634.882596	17287.632293	T0		vad	P2	tablet2	valence	8
1773843634.882596	17287.632293	T0		vad	P2	tablet2	arousal	7
1773843634.882596	17287.632293	T0		vad	P2	tablet2	dominance	5
1773843711.531263	17364.280856	T0		vad	P3	tablet3	valence	7
1773843711.531263	17364.280856	T0		vad	P3	tablet3	arousal	5
1773843711.531263	17364.280856	T0		vad	P3	tablet3	dominance	5
1773843716.941048	17369.690681	T0		vad	P2	tablet2	valence	7
1773843716.941048	17369.690681	T0		vad	P2	tablet2	arousal	7
1773843716.941048	17369.690681	T0		vad	P2	tablet2	dominance	5
1773843732.697392	17385.447263	T0		vad	P3	tablet3	valence	6
1773843732.697392	17385.447263	T0		vad	P3	tablet3	arousal	5
1773843732.697392	17385.447263	T0		vad	P3	tablet3	dominance	5
1773843732.94777	17385.697017	T0		vad	P4	tablet4	valence	9
1773843732.94777	17385.697017	T0		vad	P4	tablet4	arousal	9
1773843732.94777	17385.697017	T0		vad	P4	tablet4	dominance	7
1773843743.776329	17396.526021	T0		vad	P1	tablet1	valence	5
1773843743.776329	17396.526021	T0		vad	P1	tablet1	arousal	4
1773843743.776329	17396.526021	T0		vad	P1	tablet1	dominance	7
1773844078.61166	17731.361118	T1		vad	P2	tablet2	valence	7
1773844078.61166	17731.361118	T1		vad	P2	tablet2	arousal	7
1773844078.61166	17731.361118	T1		vad	P2	tablet2	dominance	5
1773844104.957443	17757.706921	T1		vad	P3	tablet3	valence	6
1773844104.957443	17757.706921	T1		vad	P3	tablet3	arousal	6
1773844104.957443	17757.706921	T1		vad	P3	tablet3	dominance	6
1773844224.239226	17876.988567	T1		vad	P3	tablet3	valence	7
1773844224.239226	17876.988567	T1		vad	P3	tablet3	arousal	6
1773844224.239226	17876.988567	T1		vad	P3	tablet3	dominance	6
1773844235.04058	17887.790147	T1		vad	P2	tablet2	valence	7
1773844235.04058	17887.790147	T1		vad	P2	tablet2	arousal	7
1773844235.04058	17887.790147	T1		vad	P2	tablet2	dominance	6
1773844236.104331	17888.853676	T1		vad	P4	tablet4	valence	7
1773844236.104331	17888.853676	T1		vad	P4	tablet4	arousal	7
1773844236.104331	17888.853676	T1		vad	P4	tablet4	dominance	5
1773844362.666625	18015.416353	T1		form	P3	tablet3	selected_candidate	Candidate C
1773844371.796552	18024.546192	T1		vad	P2	tablet2	valence	7
1773844371.796552	18024.546192	T1		vad	P2	tablet2	arousal	5
1773844371.796552	18024.546192	T1		vad	P2	tablet2	dominance	6
1773844459.584324	18112.333746	T1		postblock	P2	tablet2	decision_confidence	7
1773844459.584324	18112.333746	T1		postblock	P2	tablet2	dominance_p1	3
1773844459.584324	18112.333746	T1		postblock	P2	tablet2	dominance_p2	5
1773844459.584324	18112.333746	T1		postblock	P2	tablet2	dominance_p3	6
1773844459.584324	18112.333746	T1		postblock	P2	tablet2	dominance_p4	5
1773844459.584324	18112.333746	T1		postblock	P2	tablet2	engagement	5
1773844459.584324	18112.333746	T1		postblock	P2	tablet2	equality_of_contribution	6
1773844459.584324	18112.333746	T1		postblock	P2	tablet2	familiarity_p1	5
1773844459.584324	18112.333746	T1		postblock	P2	tablet2	familiarity_p2	6
1773844459.584324	18112.333746	T1		postblock	P2	tablet2	familiarity_p3	7
1773844459.584324	18112.333746	T1		postblock	P2	tablet2	familiarity_p4	6
1773844459.584324	18112.333746	T1		postblock	P2	tablet2	info_sharing	5
1773844459.584324	18112.333746	T1		postblock	P2	tablet2	manipcheck_t1	5
1773844459.584324	18112.333746	T1		postblock	P2	tablet2	mental_demand	4
1773844459.584324	18112.333746	T1		postblock	P2	tablet2	overall_valence	6
1773844459.584324	18112.333746	T1		postblock	P2	tablet2	perceived_control	6
1773844459.584324	18112.333746	T1		postblock	P2	tablet2	team_coordination	5
1773844459.584324	18112.333746	T1		postblock	P2	tablet2	voice_inclusion	6
1773844502.753263	18155.502781	T1		postblock	P1	tablet1	decision_confidence	6
1773844502.753263	18155.502781	T1		postblock	P1	tablet1	dominance_p1	2
1773844502.753263	18155.502781	T1		postblock	P1	tablet1	dominance_p2	3
1773844502.753263	18155.502781	T1		postblock	P1	tablet1	dominance_p3	6
1773844502.753263	18155.502781	T1		postblock	P1	tablet1	dominance_p4	4
1773844502.753263	18155.502781	T1		postblock	P1	tablet1	engagement	4
1773844502.753263	18155.502781	T1		postblock	P1	tablet1	equality_of_contribution	3
1773844502.753263	18155.502781	T1		postblock	P1	tablet1	familiarity_p1	7
1773844502.753263	18155.502781	T1		postblock	P1	tablet1	familiarity_p2	1
