wall_clock	lsl_clock	task	phase	response_type	participant	device_id	item_key	item_value
1773839297.715899	12950.465138	T4		postblock	P2	tablet2	trust_angle	4
1773839297.715899	12950.465138	T4		postblock	P2	tablet2	trust_front	4
1773839297.715899	12950.465138	T4		postblock	P2	tablet2	trust_next	4
1773836210.908753	9863.634782	T0		vad	P3	tablet3	valence	5
1773836210.908753	9863.634782	T0		vad	P3	tablet3	arousal	6
1773836210.908753	9863.634782	T0		vad	P3	tablet3	dominance	4
1773836539.641553	10192.367797	T1		vad	P3	tablet3	valence	7
1773836539.641553	10192.367797	T1		vad	P3	tablet3	arousal	7
1773836539.641553	10192.367797	T1		vad	P3	tablet3	dominance	5
1773836690.569434	10343.295924	T1		vad	P3	tablet3	valence	7
1773836690.569434	10343.295924	T1		vad	P3	tablet3	arousal	4
1773836690.569434	10343.295924	T1		vad	P3	tablet3	dominance	4
1773836843.893216	10496.619237	T1		vad	P3	tablet3	valence	7
1773836843.893216	10496.619237	T1		vad	P3	tablet3	arousal	6
1773836843.893216	10496.619237	T1		vad	P3	tablet3	dominance	6
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	decision_confidence	6
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	dominance_p1	4
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	dominance_p2	5
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	dominance_p3	4
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	dominance_p4	6
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	engagement	2
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	equality_of_contribution	6
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	familiarity_p1	1
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	familiarity_p2	1
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	familiarity_p3	7
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	familiarity_p4	1
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	info_sharing	4
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	manipcheck_t1	5
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	mental_demand	1
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	overall_valence	4
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	perceived_control	5
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	team_coordination	4
1773836982.750669	10635.477366	T1		postblock	P3	tablet3	voice_inclusion	6
1773837192.544382	10845.270836	T2		vad	P3	tablet3	valence	5
1773837192.544382	10845.270836	T2		vad	P3	tablet3	arousal	6
1773837192.544382	10845.270836	T2		vad	P3	tablet3	dominance	3
1773837369.611635	11022.338478	T2		vad	P3	tablet3	valence	5
1773837369.611635	11022.338478	T2		vad	P3	tablet3	arousal	7
1773837369.611635	11022.338478	T2		vad	P3	tablet3	dominance	7
1773837560.36127	11213.088338	T2		vad	P3	tablet3	valence	5
1773837560.36127	11213.088338	T2		vad	P3	tablet3	arousal	7
1773837560.36127	11213.088338	T2		vad	P3	tablet3	dominance	6
1773837982.756215	11635.505654	T2		postblock	P3	tablet3	cooperative	2
1773837982.756215	11635.505654	T2		postblock	P3	tablet3	dominance_p1	5
1773837982.756215	11635.505654	T2		postblock	P3	tablet3	dominance_p2	4
1773837982.756215	11635.505654	T2		postblock	P3	tablet3	dominance_p3	5
1773837982.756215	11635.505654	T2		postblock	P3	tablet3	dominance_p4	4
1773837982.756215	11635.505654	T2		postblock	P3	tablet3	engagement	5
1773837982.756215	11635.505654	T2		postblock	P3	tablet3	manipcheck_t2	6
1773837982.756215	11635.505654	T2		postblock	P3	tablet3	mental_demand	6
1773837982.756215	11635.505654	T2		postblock	P3	tablet3	overall_valence	3
1773837982.756215	11635.505654	T2		postblock	P3	tablet3	perceived_control	5
1773837982.756215	11635.505654	T2		postblock	P3	tablet3	satisfaction	4
1773837982.756215	11635.505654	T2		postblock	P3	tablet3	trust_angle	2
1773837982.756215	11635.505654	T2		postblock	P3	tablet3	trust_front	6
1773837982.756215	11635.505654	T2		postblock	P3	tablet3	trust_next	4
1773837982.756215	11635.505654	T2		postblock	P3	tablet3	voice_inclusion	6
1773838243.013225	11895.762527	T3		form	P3	tablet3	idea_1	On-campus lasertag. 
1773838243.013225	11895.762527	T3		form	P3	tablet3	idea_2	Paint a massive mural together
1773838243.013225	11895.762527	T3		form	P3	tablet3	idea_3	Collaborative cookimb
1773838412.264239	12065.013983	T3		vad	P3	tablet3	valence	8
1773838412.264239	12065.013983	T3		vad	P3	tablet3	arousal	8
1773838412.264239	12065.013983	T3		vad	P3	tablet3	dominance	7
1773838797.898441	12450.647774	T3		postblock	P3	tablet3	confidence	6
1773838797.898441	12450.647774	T3		postblock	P3	tablet3	dominance_p1	3
1773838797.898441	12450.647774	T3		postblock	P3	tablet3	dominance_p2	5
1773838797.898441	12450.647774	T3		postblock	P3	tablet3	dominance_p3	5
1773838797.898441	12450.647774	T3		postblock	P3	tablet3	dominance_p4	5
1773838797.898441	12450.647774	T3		postblock	P3	tablet3	engagement	7
1773838797.898441	12450.647774	T3		postblock	P3	tablet3	fairness	6
1773838797.898441	12450.647774	T3		postblock	P3	tablet3	idea_diversity	5
1773838797.898441	12450.647774	T3		postblock	P3	tablet3	idea_quality	5
1773838797.898441	12450.647774	T3		postblock	P3	tablet3	manipcheck_t3	5
1773838797.898441	12450.647774	T3		postblock	P3	tablet3	mental_demand	4
1773838797.898441	12450.647774	T3		postblock	P3	tablet3	overall_valence	7
1773838797.898441	12450.647774	T3		postblock	P3	tablet3	psych_safety	7
1773838797.898441	12450.647774	T3		postblock	P3	tablet3	satisfaction	6
1773838797.898441	12450.647774	T3		postblock	P3	tablet3	team_coordination	6
1773838797.898441	12450.647774	T3		postblock	P3	tablet3	voice_inclusion	6
1773838808.421835	12461.171526	T3		vad	P3	tablet3	valence	8
1773838808.421835	12461.171526	T3		vad	P3	tablet3	arousal	7
1773838808.421835	12461.171526	T3		vad	P3	tablet3	dominance	7
1773838932.90713	12585.656477	T4		form	P3	tablet3	contribution	4
1773839004.319494	12657.068561	T4		vad	P3	tablet3	valence	5
1773839004.319494	12657.068561	T4		vad	P3	tablet3	arousal	7
1773839228.9013	12881.650319	T4		vad	P3	tablet3	valence	8
1773839228.9013	12881.650319	T4		vad	P3	tablet3	arousal	7
1773839308.602536	12961.352249	T4		postblock	P3	tablet3	dominance_p1	2
1773839308.602536	12961.352249	T4		postblock	P3	tablet3	dominance_p2	2
1773839308.602536	12961.352249	T4		postblock	P3	tablet3	dominance_p3	2
1773839308.602536	12961.352249	T4		postblock	P3	tablet3	dominance_p4	2
1773839308.602536	12961.352249	T4		postblock	P3	tablet3	expectation_match	6
1773839308.602536	12961.352249	T4		postblock	P3	tablet3	fairness	4
1773839308.602536	12961.352249	T4		postblock	P3	tablet3	manipcheck_t4	2
1773839308.602536	12961.352249	T4		postblock	P3	tablet3	overall_valence	5
1773839308.602536	12961.352249	T4		postblock	P3	tablet3	regret	1
1773839308.602536	12961.352249	T4		postblock	P3	tablet3	social_concern	2
1773839308.602536	12961.352249	T4		postblock	P3	tablet3	trust_angle	3
1773839308.602536	12961.352249	T4		postblock	P3	tablet3	trust_front	6
1773839308.602536	12961.352249	T4		postblock	P3	tablet3	trust_next	3
1773836194.792493	9847.518808	T0		vad	P4	tablet4	valence	7
1773836194.792493	9847.518808	T0		vad	P4	tablet4	arousal	4
1773836194.792493	9847.518808	T0		vad	P4	tablet4	dominance	7
1773836613.599556	10266.325999	T1		vad	P4	tablet4	valence	5
1773836613.599556	10266.325999	T1		vad	P4	tablet4	arousal	3
1773836613.599556	10266.325999	T1		vad	P4	tablet4	dominance	8
1773836864.134682	10516.860657	T1		form	P4	tablet4	selected_candidate	Candidate C
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	decision_confidence	7
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	dominance_p1	2
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	dominance_p2	2
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	dominance_p3	5
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	dominance_p4	6
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	engagement	5
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	equality_of_contribution	6
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	familiarity_p1	2
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	familiarity_p2	3
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	familiarity_p3	1
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	familiarity_p4	7
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	info_sharing	5
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	manipcheck_t1	4
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	mental_demand	2
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	overall_valence	5
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	perceived_control	6
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	team_coordination	6
1773836981.060425	10633.786395	T1		postblock	P4	tablet4	voice_inclusion	7
1773837010.665519	10663.391892	T1		vad	P4	tablet4	valence	7
1773837010.665519	10663.391892	T1		vad	P4	tablet4	arousal	4
1773837010.665519	10663.391892	T1		vad	P4	tablet4	dominance	7
1773837837.734661	11490.460568	T2		form	P4	tablet4	final_topic	How to manage stress and workload at work
1773837837.734661	11490.460568	T2		form	P4	tablet4	final_format	Online Training + Quiz
1773837991.472566	11644.221723	T2		postblock	P4	tablet4	cooperative	7
1773837991.472566	11644.221723	T2		postblock	P4	tablet4	dominance_p1	6
1773837991.472566	11644.221723	T2		postblock	P4	tablet4	dominance_p2	5
1773837991.472566	11644.221723	T2		postblock	P4	tablet4	dominance_p3	3
1773837991.472566	11644.221723	T2		postblock	P4	tablet4	dominance_p4	7
1773837991.472566	11644.221723	T2		postblock	P4	tablet4	engagement	5
1773837991.472566	11644.221723	T2		postblock	P4	tablet4	manipcheck_t2	6
1773837991.472566	11644.221723	T2		postblock	P4	tablet4	mental_demand	3
1773837991.472566	11644.221723	T2		postblock	P4	tablet4	overall_valence	6
1773837991.472566	11644.221723	T2		postblock	P4	tablet4	perceived_control	6
1773837991.472566	11644.221723	T2		postblock	P4	tablet4	satisfaction	6
1773837991.472566	11644.221723	T2		postblock	P4	tablet4	trust_angle	6
1773837991.472566	11644.221723	T2		postblock	P4	tablet4	trust_front	6
1773837991.472566	11644.221723	T2		postblock	P4	tablet4	trust_next	5
1773837991.472566	11644.221723	T2		postblock	P4	tablet4	voice_inclusion	6
1773838249.45337	11902.202784	T3		form	P4	tablet4	idea_1	Paintball - Enterprise vs Hearing vs Falcom
1773838249.45337	11902.202784	T3		form	P4	tablet4	idea_2	Speed dating- do something for the employees
1773838249.45337	11902.202784	T3		form	P4	tablet4	idea_3	River rafting
1773838416.529415	12069.279367	T3		vad	P4	tablet4	valence	6
1773838416.529415	12069.279367	T3		vad	P4	tablet4	arousal	2
1773838416.529415	12069.279367	T3		vad	P4	tablet4	dominance	6
1773838613.080721	12265.830024	T3		vad	P4	tablet4	valence	8
1773838613.080721	12265.830024	T3		vad	P4	tablet4	arousal	2
1773838613.080721	12265.830024	T3		vad	P4	tablet4	dominance	6
1773838624.1793	12276.928244	T3		vad	P4	tablet4	valence	8
1773838624.1793	12276.928244	T3		vad	P4	tablet4	arousal	5
1773838624.1793	12276.928244	T3		vad	P4	tablet4	dominance	7
1773838714.006109	12366.75529	T3		form	P4	tablet4	winning_idea	Minigolf tournament
1773838714.006109	12366.75529	T3		form	P4	tablet4	idea_author	P1 — Idea 1
1773838778.314406	12431.063972	T3		postblock	P4	tablet4	confidence	6
1773838778.314406	12431.063972	T3		postblock	P4	tablet4	dominance_p1	5
1773838778.314406	12431.063972	T3		postblock	P4	tablet4	dominance_p2	4
1773838778.314406	12431.063972	T3		postblock	P4	tablet4	dominance_p3	5
1773838778.314406	12431.063972	T3		postblock	P4	tablet4	dominance_p4	5
1773838778.314406	12431.063972	T3		postblock	P4	tablet4	engagement	3
1773838778.314406	12431.063972	T3		postblock	P4	tablet4	fairness	6
1773838778.314406	12431.063972	T3		postblock	P4	tablet4	idea_diversity	5
1773838778.314406	12431.063972	T3		postblock	P4	tablet4	idea_quality	4
1773838778.314406	12431.063972	T3		postblock	P4	tablet4	manipcheck_t3	6
1773838778.314406	12431.063972	T3		postblock	P4	tablet4	mental_demand	2
1773838778.314406	12431.063972	T3		postblock	P4	tablet4	overall_valence	6
1773838778.314406	12431.063972	T3		postblock	P4	tablet4	psych_safety	6
1773838778.314406	12431.063972	T3		postblock	P4	tablet4	satisfaction	4
1773838778.314406	12431.063972	T3		postblock	P4	tablet4	team_coordination	7
1773838778.314406	12431.063972	T3		postblock	P4	tablet4	voice_inclusion	6
1773838912.647198	12565.396797	T4		form	P4	tablet4	contribution	8
1773839008.713092	12661.463049	T4		vad	P4	tablet4	valence	7
1773839008.713092	12661.463049	T4		vad	P4	tablet4	arousal	2
1773839292.906026	12945.656292	T4		postblock	P4	tablet4	dominance_p1	5
1773839292.906026	12945.656292	T4		postblock	P4	tablet4	dominance_p2	5
1773839292.906026	12945.656292	T4		postblock	P4	tablet4	dominance_p3	4
1773839292.906026	12945.656292	T4		postblock	P4	tablet4	dominance_p4	4
1773839292.906026	12945.656292	T4		postblock	P4	tablet4	expectation_match	4
1773839292.906026	12945.656292	T4		postblock	P4	tablet4	fairness	5
1773839292.906026	12945.656292	T4		postblock	P4	tablet4	manipcheck_t4	2
1773839292.906026	12945.656292	T4		postblock	P4	tablet4	overall_valence	5
1773839292.906026	12945.656292	T4		postblock	P4	tablet4	regret	6
1773839292.906026	12945.656292	T4		postblock	P4	tablet4	social_concern	3
1773839292.906026	12945.656292	T4		postblock	P4	tablet4	trust_angle	6
1773839292.906026	12945.656292	T4		postblock	P4	tablet4	trust_front	6
1773839292.906026	12945.656292	T4		postblock	P4	tablet4	trust_next	5
